created_at,entry_id,field1,field2,field3,field4,field5,field6,latitude,longitude,elevation,status
2024-04-15T02:49:00+0000,48,24,,,,,,,,,
2024-04-15T02:49:01+0000,49,,,,30,,,,,,
2024-04-15T02:49:02+0000,50,,,,,2,,,,,
2024-04-15T02:54:00+0000,51,24,,,,,,,,,
2024-04-15T02:59:00+0000,52,24,,,,,,,,,
2024-04-15T03:00:00+0000,53,23,,,,,,,,,
2024-04-15T03:00:01+0000,54,,,,15,,,,,,
2024-04-15T03:00:02+0000,55,,,,,2,,,,,
2024-04-15T04:00:00+0000,56,,4,2,,,,,,,
2024-04-15T04:04:00+0000,57,24,,,,,,,,,
2024-04-15T04:04:01+0000,58,,,,11,,,,,,
2024-04-15T04:04:02+0000,59,,,,,,1,,,,
2024-04-15T04:09:00+0000,60,24,,,,,,,,,
2024-04-15T04:13:00+0000,61,25,,,,,,,,,
2024-04-15T04:13:01+0000,62,,,,25,,,,,,
2024-04-15T04:13:02+0000,63,,,,,,2,,,,
2024-04-15T04:17:00+0000,64,26,,,,,,,,,
2024-04-15T04:17:01+0000,65,,,,22,,,,,,
2024-04-15T04:17:02+0000,66,,,,,,1,,,,
2024-04-15T04:22:00+0000,67,26,,,,,,,,,
2024-04-15T04:25:00+0000,68,25,,,,,,,,,
2024-04-15T04:25:01+0000,69,,,,28,,,,,,
2024-04-15T04:25:02+0000,70,,,,,2,,,,,
2024-04-15T04:30:00+0000,71,25,,,,,,,,,
2024-04-15T04:35:00+0000,72,25,,,,,,,,,
2024-04-15T04:40:00+0000,73,26,,,,,,,,,
2024-04-15T04:40:01+0000,74,,,,20,,,,,,
2024-04-15T04:40:02+0000,75,,,,,,2,,,,
2024-04-15T04:45:00+0000,76,26,,,,,,,,,
2024-04-15T04:50:00+0000,77,26,,,,,,,,,
2024-04-15T04:52:00+0000,78,25,,,,,,,,,
2024-04-15T04:52:01+0000,79,,,,13,,,,,,
2024-04-15T04:52:02+0000,80,,,,,2,,,,,
2024-04-15T04:53:00+0000,81,24,,,,,,,,,
2024-04-15T04:53:01+0000,82,,,,10,,,,,,
2024-04-15T04:53:02+0000,83,,,,,1,,,,,
2024-04-15T04:54:00+0000,84,23,,,,,,,,,
2024-04-15T04:54:01+0000,85,,,,10,,,,,,
2024-04-15T04:54:02+0000,86,,,,,1,,,,,
2024-04-15T04:58:00+0000,87,22,,,,,,,,,
2024-04-15T04:58:01+0000,88,,,,16,,,,,,
2024-04-15T04:58:02+0000,89,,,,,1,,,,,
2024-04-15T05:58:00+0000,90,,5,5,,,,,,,
2024-04-15T06:16:00+0000,91,23,,,,,,,,,
2024-04-15T06:16:01+0000,92,,,,17,,,,,,
2024-04-15T06:16:02+0000,93,,,,,,1,,,,
2024-04-15T06:21:00+0000,94,23,,,,,,,,,
2024-04-15T06:26:00+0000,95,23,,,,,,,,,
2024-04-15T06:28:00+0000,96,24,,,,,,,,,
2024-04-15T06:28:01+0000,97,,,,20,,,,,,
2024-04-15T06:28:02+0000,98,,,,,,1,,,,
2024-04-15T06:31:00+0000,99,25,,,,,,,,,
2024-04-15T06:31:01+0000,100,,,,20,,,,,,
2024-04-15T06:31:02+0000,101,,,,,,2,,,,
2024-04-15T06:32:00+0000,102,26,,,,,,,,,
2024-04-15T06:32:01+0000,103,,,,25,,,,,,
2024-04-15T06:32:02+0000,104,,,,,,2,,,,
2024-04-15T06:34:00+0000,105,25,,,,,,,,,
2024-04-15T06:34:01+0000,106,,,,22,,,,,,
2024-04-15T06:34:02+0000,107,,,,,2,,,,,
2024-04-15T06:37:00+0000,108,26,,,,,,,,,
2024-04-15T06:37:01+0000,109,,,,20,,,,,,
2024-04-15T06:37:02+0000,110,,,,,,1,,,,
2024-04-15T06:40:00+0000,111,25,,,,,,,,,
2024-04-15T06:40:01+0000,112,,,,14,,,,,,
2024-04-15T06:40:02+0000,113,,,,,1,,,,,
2024-04-15T06:42:00+0000,114,24,,,,,,,,,
2024-04-15T06:42:01+0000,115,,,,29,,,,,,
2024-04-15T06:42:02+0000,116,,,,,2,,,,,
2024-04-15T06:47:00+0000,117,24,,,,,,,,,
2024-04-15T06:51:00+0000,118,23,,,,,,,,,
2024-04-15T06:51:01+0000,119,,,,16,,,,,,
2024-04-15T06:51:02+0000,120,,,,,2,,,,,
2024-04-15T06:56:00+0000,121,23,,,,,,,,,
2024-04-15T06:57:00+0000,122,22,,,,,,,,,
2024-04-15T06:57:01+0000,123,,,,12,,,,,,
2024-04-15T06:57:02+0000,124,,,,,1,,,,,
2024-04-15T07:57:00+0000,125,,6,5,,,,,,,
2024-04-15T07:58:00+0000,126,21,,,,,,,,,
2024-04-15T07:58:01+0000,127,,,,28,,,,,,
2024-04-15T07:58:02+0000,128,,,,,1,,,,,
2024-04-15T08:01:00+0000,129,20,,,,,,,,,
2024-04-15T08:01:01+0000,130,,,,11,,,,,,
2024-04-15T08:01:02+0000,131,,,,,2,,,,,
2024-04-15T08:02:00+0000,132,21,,,,,,,,,
2024-04-15T08:02:01+0000,133,,,,17,,,,,,
2024-04-15T08:02:02+0000,134,,,,,,1,,,,
2024-04-15T08:07:00+0000,135,22,,,,,,,,,
2024-04-15T08:07:01+0000,136,,,,22,,,,,,
2024-04-15T08:07:02+0000,137,,,,,,1,,,,
2024-04-15T08:09:00+0000,138,21,,,,,,,,,
2024-04-15T08:09:01+0000,139,,,,30,,,,,,
2024-04-15T08:09:02+0000,140,,,,,1,,,,,
2024-04-15T08:12:00+0000,141,20,,,,,,,,,
2024-04-15T08:12:01+0000,142,,,,28,,,,,,
2024-04-15T08:12:02+0000,143,,,,,1,,,,,
2024-04-15T08:13:00+0000,144,19,,,,,,,,,
2024-04-15T08:13:01+0000,145,,,,13,,,,,,
2024-04-15T08:13:02+0000,146,,,,,2,,,,,
2024-04-15T08:18:00+0000,147,19,,,,,,,,,
2024-04-15T08:23:00+0000,148,19,,,,,,,,,
2024-04-15T08:24:00+0000,149,20,,,,,,,,,
2024-04-15T08:24:01+0000,150,,,,12,,,,,,
2024-04-15T08:24:02+0000,151,,,,,,2,,,,
2024-04-15T08:26:00+0000,152,21,,,,,,,,,
2024-04-15T08:26:01+0000,153,,,,12,,,,,,
2024-04-15T08:26:02+0000,154,,,,,,2,,,,
2024-04-15T08:27:00+0000,155,22,,,,,,,,,
2024-04-15T08:27:01+0000,156,,,,16,,,,,,
2024-04-15T08:27:02+0000,157,,,,,,1,,,,
2024-04-15T08:32:00+0000,158,22,,,,,,,,,
2024-04-15T08:33:00+0000,159,21,,,,,,,,,
2024-04-15T08:33:01+0000,160,,,,30,,,,,,
2024-04-15T08:33:02+0000,161,,,,,1,,,,,
2024-04-15T08:34:00+0000,162,20,,,,,,,,,
2024-04-15T08:34:01+0000,163,,,,15,,,,,,
2024-04-15T08:34:02+0000,164,,,,,1,,,,,
2024-04-15T08:35:00+0000,165,21,,,,,,,,,
2024-04-15T08:35:01+0000,166,,,,20,,,,,,
2024-04-15T08:35:02+0000,167,,,,,,2,,,,
2024-04-15T08:40:00+0000,168,21,,,,,,,,,
2024-04-15T08:42:00+0000,169,22,,,,,,,,,
2024-04-15T08:42:01+0000,170,,,,20,,,,,,
2024-04-15T08:42:02+0000,171,,,,,,1,,,,
2024-04-15T08:47:00+0000,172,22,,,,,,,,,
2024-04-15T08:48:00+0000,173,21,,,,,,,,,
2024-04-15T08:48:01+0000,174,,,,29,,,,,,
2024-04-15T08:48:02+0000,175,,,,,2,,,,,
2024-04-15T09:48:00+0000,176,,7,9,,,,,,,
2024-04-15T09:56:00+0000,177,20,,,,,,,,,
2024-04-15T09:56:01+0000,178,,,,24,,,,,,
2024-04-15T09:56:02+0000,179,,,,,2,,,,,
2024-04-15T10:00:00+0000,180,19,,,,,,,,,
2024-04-15T10:00:01+0000,181,,,,12,,,,,,
2024-04-15T10:00:02+0000,182,,,,,1,,,,,
2024-04-15T10:03:00+0000,183,18,,,,,,,,,
2024-04-15T10:03:01+0000,184,,,,24,,,,,,
2024-04-15T10:03:02+0000,185,,,,,1,,,,,
2024-04-15T10:06:00+0000,186,17,,,,,,,,,
2024-04-15T10:06:01+0000,187,,,,21,,,,,,
2024-04-15T10:06:02+0000,188,,,,,1,,,,,
2024-04-15T10:07:00+0000,189,18,,,,,,,,,
2024-04-15T10:07:01+0000,190,,,,25,,,,,,
2024-04-15T10:07:02+0000,191,,,,,,1,,,,
2024-04-15T10:12:00+0000,192,18,,,,,,,,,
2024-04-15T10:16:00+0000,193,17,,,,,,,,,
2024-04-15T10:16:01+0000,194,,,,27,,,,,,
2024-04-15T10:16:02+0000,195,,,,,2,,,,,
2024-04-15T10:21:00+0000,196,18,,,,,,,,,
2024-04-15T10:21:01+0000,197,,,,22,,,,,,
2024-04-15T10:21:02+0000,198,,,,,,2,,,,
2024-04-15T10:26:00+0000,199,18,,,,,,,,,
2024-04-15T10:29:00+0000,200,19,,,,,,,,,
2024-04-15T10:29:01+0000,201,,,,14,,,,,,
2024-04-15T10:29:02+0000,202,,,,,,1,,,,
2024-04-15T10:30:00+0000,203,20,,,,,,,,,
2024-04-15T10:30:01+0000,204,,,,24,,,,,,
2024-04-15T10:30:02+0000,205,,,,,,2,,,,
2024-04-15T10:35:00+0000,206,20,,,,,,,,,
2024-04-15T10:36:00+0000,207,21,,,,,,,,,
2024-04-15T10:36:01+0000,208,,,,15,,,,,,
2024-04-15T10:36:02+0000,209,,,,,,1,,,,
2024-04-15T10:39:00+0000,210,22,,,,,,,,,
2024-04-15T10:39:01+0000,211,,,,28,,,,,,
2024-04-15T10:39:02+0000,212,,,,,,1,,,,
2024-04-15T10:44:00+0000,213,22,,,,,,,,,
2024-04-15T10:45:00+0000,214,21,,,,,,,,,
2024-04-15T10:45:01+0000,215,,,,30,,,,,,
2024-04-15T10:45:02+0000,216,,,,,2,,,,,
2024-04-15T11:45:00+0000,217,,6,7,,,,,,,
2024-04-15T11:53:00+0000,218,20,,,,,,,,,
2024-04-15T11:53:01+0000,219,,,,25,,,,,,
2024-04-15T11:53:02+0000,220,,,,,1,,,,,
2024-04-15T11:54:00+0000,221,21,,,,,,,,,
2024-04-15T11:54:01+0000,222,,,,26,,,,,,
2024-04-15T11:54:02+0000,223,,,,,,2,,,,
2024-04-15T11:59:00+0000,224,21,,,,,,,,,
2024-04-15T12:00:00+0000,225,22,,,,,,,,,
2024-04-15T12:00:01+0000,226,,,,12,,,,,,
2024-04-15T12:00:02+0000,227,,,,,,1,,,,
2024-04-15T12:05:00+0000,228,22,,,,,,,,,
2024-04-15T12:06:00+0000,229,21,,,,,,,,,
2024-04-15T12:06:01+0000,230,,,,25,,,,,,
2024-04-15T12:06:02+0000,231,,,,,2,,,,,
2024-04-15T12:07:00+0000,232,20,,,,,,,,,
2024-04-15T12:07:01+0000,233,,,,22,,,,,,
2024-04-15T12:07:02+0000,234,,,,,2,,,,,
2024-04-15T12:12:00+0000,235,19,,,,,,,,,
2024-04-15T12:12:01+0000,236,,,,30,,,,,,
2024-04-15T12:12:02+0000,237,,,,,2,,,,,
2024-04-15T12:13:00+0000,238,18,,,,,,,,,
2024-04-15T12:13:01+0000,239,,,,10,,,,,,
2024-04-15T12:13:02+0000,240,,,,,2,,,,,
2024-04-15T12:14:00+0000,241,17,,,,,,,,,
2024-04-15T12:14:01+0000,242,,,,22,,,,,,
2024-04-15T12:14:02+0000,243,,,,,2,,,,,
2024-04-15T12:16:00+0000,244,18,,,,,,,,,
2024-04-15T12:16:01+0000,245,,,,25,,,,,,
2024-04-15T12:16:02+0000,246,,,,,,2,,,,
2024-04-15T12:21:00+0000,247,18,,,,,,,,,
2024-04-15T12:24:00+0000,248,19,,,,,,,,,
2024-04-15T12:24:01+0000,249,,,,13,,,,,,
2024-04-15T12:24:02+0000,250,,,,,,1,,,,
2024-04-15T12:29:00+0000,251,19,,,,,,,,,
2024-04-15T12:32:00+0000,252,20,,,,,,,,,
2024-04-15T12:32:01+0000,253,,,,13,,,,,,
2024-04-15T12:32:02+0000,254,,,,,,1,,,,
2024-04-15T12:37:00+0000,255,19,,,,,,,,,
2024-04-15T12:37:01+0000,256,,,,11,,,,,,
2024-04-15T12:37:02+0000,257,,,,,2,,,,,
2024-04-15T12:40:00+0000,258,20,,,,,,,,,
2024-04-15T12:40:01+0000,259,,,,20,,,,,,
2024-04-15T12:40:02+0000,260,,,,,,2,,,,
2024-04-15T13:40:00+0000,261,,6,8,,,,,,,
2024-04-15T13:42:00+0000,262,21,,,,,,,,,
2024-04-15T13:42:01+0000,263,,,,20,,,,,,
2024-04-15T13:42:02+0000,264,,,,,,2,,,,
2024-04-15T13:47:00+0000,265,21,,,,,,,,,
2024-04-15T13:49:00+0000,266,20,,,,,,,,,
2024-04-15T13:49:01+0000,267,,,,24,,,,,,
2024-04-15T13:49:02+0000,268,,,,,1,,,,,
2024-04-15T13:53:00+0000,269,21,,,,,,,,,
2024-04-15T13:53:01+0000,270,,,,15,,,,,,
2024-04-15T13:53:02+0000,271,,,,,,2,,,,
2024-04-15T13:55:00+0000,272,22,,,,,,,,,
2024-04-15T13:55:01+0000,273,,,,12,,,,,,
2024-04-15T13:55:02+0000,274,,,,,,2,,,,
2024-04-15T13:58:00+0000,275,21,,,,,,,,,
2024-04-15T13:58:01+0000,276,,,,25,,,,,,
2024-04-15T13:58:02+0000,277,,,,,2,,,,,
2024-04-15T14:03:00+0000,278,21,,,,,,,,,
2024-04-15T14:05:00+0000,279,20,,,,,,,,,
2024-04-15T14:05:01+0000,280,,,,29,,,,,,
2024-04-15T14:05:02+0000,281,,,,,2,,,,,
2024-04-15T14:08:00+0000,282,21,,,,,,,,,
2024-04-15T14:08:01+0000,283,,,,11,,,,,,
2024-04-15T14:08:02+0000,284,,,,,,2,,,,
2024-04-15T14:13:00+0000,285,21,,,,,,,,,
2024-04-15T14:18:00+0000,286,21,,,,,,,,,
2024-04-15T14:23:00+0000,287,21,,,,,,,,,
2024-04-15T14:28:00+0000,288,21,,,,,,,,,
2024-04-15T14:30:00+0000,289,20,,,,,,,,,
2024-04-15T14:30:01+0000,290,,,,26,,,,,,
2024-04-15T14:30:02+0000,291,,,,,2,,,,,
2024-04-15T14:35:00+0000,292,20,,,,,,,,,
2024-04-15T14:37:00+0000,293,19,,,,,,,,,
2024-04-15T14:37:01+0000,294,,,,11,,,,,,
2024-04-15T14:37:02+0000,295,,,,,2,,,,,
2024-04-15T14:39:00+0000,296,18,,,,,,,,,
2024-04-15T14:39:01+0000,297,,,,24,,,,,,
2024-04-15T14:39:02+0000,298,,,,,1,,,,,
2024-04-15T15:39:00+0000,299,,5,6,,,,,,,
2024-04-15T15:43:00+0000,300,17,,,,,,,,,
2024-04-15T15:43:01+0000,301,,,,28,,,,,,
2024-04-15T15:43:02+0000,302,,,,,2,,,,,
2024-04-15T15:48:00+0000,303,16,,,,,,,,,
2024-04-15T15:48:01+0000,304,,,,23,,,,,,
2024-04-15T15:48:02+0000,305,,,,,2,,,,,
2024-04-15T15:49:00+0000,306,15,,,,,,,,,
2024-04-15T15:49:01+0000,307,,,,20,,,,,,
2024-04-15T15:49:02+0000,308,,,,,2,,,,,
2024-04-15T15:54:00+0000,309,15,,,,,,,,,
2024-04-15T15:55:00+0000,310,16,,,,,,,,,
2024-04-15T15:55:01+0000,311,,,,29,,,,,,
2024-04-15T15:55:02+0000,312,,,,,,2,,,,
2024-04-15T16:00:00+0000,313,16,,,,,,,,,
2024-04-15T16:05:00+0000,314,16,,,,,,,,,
2024-04-15T16:08:00+0000,315,17,,,,,,,,,
2024-04-15T16:08:01+0000,316,,,,27,,,,,,
2024-04-15T16:08:02+0000,317,,,,,,2,,,,
2024-04-15T16:13:00+0000,318,17,,,,,,,,,
2024-04-15T16:14:00+0000,319,16,,,,,,,,,
2024-04-15T16:14:01+0000,320,,,,12,,,,,,
2024-04-15T16:14:02+0000,321,,,,,2,,,,,
2024-04-15T16:16:00+0000,322,17,,,,,,,,,
2024-04-15T16:16:01+0000,323,,,,13,,,,,,
2024-04-15T16:16:02+0000,324,,,,,,2,,,,
2024-04-15T16:21:00+0000,325,17,,,,,,,,,
2024-04-15T16:26:00+0000,326,17,,,,,,,,,
2024-04-15T16:27:00+0000,327,18,,,,,,,,,
2024-04-15T16:27:01+0000,328,,,,22,,,,,,
2024-04-15T16:27:02+0000,329,,,,,,1,,,,
2024-04-15T16:32:00+0000,330,17,,,,,,,,,
2024-04-15T16:32:01+0000,331,,,,13,,,,,,
2024-04-15T16:32:02+0000,332,,,,,1,,,,,
2024-04-15T16:33:00+0000,333,18,,,,,,,,,
2024-04-15T16:33:01+0000,334,,,,14,,,,,,
2024-04-15T16:33:02+0000,335,,,,,,2,,,,
2024-04-15T16:38:00+0000,336,18,,,,,,,,,
2024-04-15T16:39:00+0000,337,19,,,,,,,,,
2024-04-15T16:39:01+0000,338,,,,22,,,,,,
2024-04-15T16:39:02+0000,339,,,,,,2,,,,
2024-04-15T17:39:00+0000,340,,7,5,,,,,,,
2024-04-15T17:41:00+0000,341,20,,,,,,,,,
2024-04-15T17:41:01+0000,342,,,,16,,,,,,
2024-04-15T17:41:02+0000,343,,,,,,2,,,,
2024-04-15T17:42:00+0000,344,19,,,,,,,,,
2024-04-15T17:42:01+0000,345,,,,12,,,,,,
2024-04-15T17:42:02+0000,346,,,,,2,,,,,
2024-04-15T17:43:00+0000,347,18,,,,,,,,,
2024-04-15T17:43:01+0000,348,,,,21,,,,,,
2024-04-15T17:43:02+0000,349,,,,,2,,,,,
2024-04-15T17:48:00+0000,350,18,,,,,,,,,
2024-04-15T17:51:00+0000,351,17,,,,,,,,,
2024-04-15T17:51:01+0000,352,,,,28,,,,,,
2024-04-15T17:51:02+0000,353,,,,,1,,,,,
2024-04-15T17:56:00+0000,354,17,,,,,,,,,
2024-04-15T18:01:00+0000,355,17,,,,,,,,,
2024-04-15T18:06:00+0000,356,17,,,,,,,,,
2024-04-15T18:08:00+0000,357,18,,,,,,,,,
2024-04-15T18:08:01+0000,358,,,,15,,,,,,
2024-04-15T18:08:02+0000,359,,,,,,1,,,,
2024-04-15T18:13:00+0000,360,18,,,,,,,,,
2024-04-15T18:17:00+0000,361,17,,,,,,,,,
2024-04-15T18:17:01+0000,362,,,,27,,,,,,
2024-04-15T18:17:02+0000,363,,,,,1,,,,,
2024-04-15T18:20:00+0000,364,18,,,,,,,,,
2024-04-15T18:20:01+0000,365,,,,15,,,,,,
2024-04-15T18:20:02+0000,366,,,,,,1,,,,
2024-04-15T18:21:00+0000,367,17,,,,,,,,,
2024-04-15T18:21:01+0000,368,,,,30,,,,,,
2024-04-15T18:21:02+0000,369,,,,,1,,,,,
2024-04-15T18:26:00+0000,370,17,,,,,,,,,
2024-04-15T18:30:00+0000,371,16,,,,,,,,,
2024-04-15T18:30:01+0000,372,,,,16,,,,,,
2024-04-15T18:30:02+0000,373,,,,,1,,,,,
2024-04-15T18:35:00+0000,374,16,,,,,,,,,
2024-04-15T18:36:00+0000,375,17,,,,,,,,,
2024-04-15T18:36:01+0000,376,,,,12,,,,,,
2024-04-15T18:36:02+0000,377,,,,,,2,,,,
2024-04-15T18:37:00+0000,378,18,,,,,,,,,
2024-04-15T18:37:01+0000,379,,,,11,,,,,,
2024-04-15T18:37:02+0000,380,,,,,,2,,,,
2024-04-15T19:37:00+0000,381,,5,7,,,,,,,
2024-04-15T19:55:00+0000,382,19,,,,,,,,,
2024-04-15T19:55:01+0000,383,,,,12,,,,,,
2024-04-15T19:55:02+0000,384,,,,,,1,,,,
2024-04-15T19:56:00+0000,385,20,,,,,,,,,
2024-04-15T19:56:01+0000,386,,,,19,,,,,,
2024-04-15T19:56:02+0000,387,,,,,,2,,,,
2024-04-15T19:57:00+0000,388,19,,,,,,,,,
2024-04-15T19:57:01+0000,389,,,,14,,,,,,
2024-04-15T19:57:02+0000,390,,,,,1,,,,,
2024-04-15T19:58:00+0000,391,18,,,,,,,,,
2024-04-15T19:58:01+0000,392,,,,29,,,,,,
2024-04-15T19:58:02+0000,393,,,,,2,,,,,
2024-04-15T20:00:00+0000,394,17,,,,,,,,,
2024-04-15T20:00:01+0000,395,,,,10,,,,,,
2024-04-15T20:00:02+0000,396,,,,,2,,,,,
2024-04-15T20:05:00+0000,397,17,,,,,,,,,
2024-04-15T20:08:00+0000,398,16,,,,,,,,,
2024-04-15T20:08:01+0000,399,,,,29,,,,,,
2024-04-15T20:08:02+0000,400,,,,,2,,,,,
2024-04-15T20:13:00+0000,401,17,,,,,,,,,
2024-04-15T20:13:01+0000,402,,,,26,,,,,,
2024-04-15T20:13:02+0000,403,,,,,,2,,,,
2024-04-15T20:18:00+0000,404,17,,,,,,,,,
2024-04-15T20:21:00+0000,405,16,,,,,,,,,
2024-04-15T20:21:01+0000,406,,,,16,,,,,,
2024-04-15T20:21:02+0000,407,,,,,2,,,,,
2024-04-15T20:26:00+0000,408,16,,,,,,,,,
2024-04-15T20:29:00+0000,409,17,,,,,,,,,
2024-04-15T20:29:01+0000,410,,,,11,,,,,,
2024-04-15T20:29:02+0000,411,,,,,,1,,,,
2024-04-15T20:30:00+0000,412,16,,,,,,,,,
2024-04-15T20:30:01+0000,413,,,,22,,,,,,
2024-04-15T20:30:02+0000,414,,,,,2,,,,,
2024-04-15T20:33:00+0000,415,17,,,,,,,,,
2024-04-15T20:33:01+0000,416,,,,19,,,,,,
2024-04-15T20:33:02+0000,417,,,,,,1,,,,
2024-04-15T20:36:00+0000,418,16,,,,,,,,,
2024-04-15T20:36:01+0000,419,,,,19,,,,,,
2024-04-15T20:36:02+0000,420,,,,,2,,,,,
2024-04-15T21:36:00+0000,421,,5,8,,,,,,,
2024-04-15T21:43:00+0000,422,17,,,,,,,,,
2024-04-15T21:43:01+0000,423,,,,16,,,,,,
2024-04-15T21:43:02+0000,424,,,,,,1,,,,
2024-04-15T21:48:00+0000,425,16,,,,,,,,,
2024-04-15T21:48:01+0000,426,,,,14,,,,,,
2024-04-15T21:48:02+0000,427,,,,,1,,,,,
2024-04-15T21:53:00+0000,428,16,,,,,,,,,
2024-04-15T21:58:00+0000,429,15,,,,,,,,,
2024-04-15T21:58:01+0000,430,,,,13,,,,,,
2024-04-15T21:58:02+0000,431,,,,,1,,,,,
2024-04-15T22:03:00+0000,432,15,,,,,,,,,
2024-04-15T22:04:00+0000,433,14,,,,,,,,,
2024-04-15T22:04:01+0000,434,,,,11,,,,,,
2024-04-15T22:04:02+0000,435,,,,,2,,,,,
2024-04-15T22:05:00+0000,436,13,,,,,,,,,
2024-04-15T22:05:01+0000,437,,,,27,,,,,,
2024-04-15T22:05:02+0000,438,,,,,1,,,,,
2024-04-15T22:10:00+0000,439,13,,,,,,,,,
2024-04-15T22:15:00+0000,440,13,,,,,,,,,
2024-04-15T22:19:00+0000,441,14,,,,,,,,,
2024-04-15T22:19:01+0000,442,,,,10,,,,,,
2024-04-15T22:19:02+0000,443,,,,,,2,,,,
2024-04-15T22:23:00+0000,444,13,,,,,,,,,
2024-04-15T22:23:01+0000,445,,,,25,,,,,,
2024-04-15T22:23:02+0000,446,,,,,1,,,,,
2024-04-15T22:28:00+0000,447,14,,,,,,,,,
2024-04-15T22:28:01+0000,448,,,,10,,,,,,
2024-04-15T22:28:02+0000,449,,,,,,1,,,,
2024-04-15T22:33:00+0000,450,13,,,,,,,,,
2024-04-15T22:33:01+0000,451,,,,28,,,,,,
2024-04-15T22:33:02+0000,452,,,,,1,,,,,
2024-04-15T23:33:00+0000,453,,4,6,,,,,,,
2024-04-15T23:37:00+0000,454,14,,,,,,,,,
2024-04-15T23:37:01+0000,455,,,,25,,,,,,
2024-04-15T23:37:02+0000,456,,,,,,1,,,,
2024-04-15T23:42:00+0000,457,14,,,,,,,,,
2024-04-15T23:43:00+0000,458,13,,,,,,,,,
2024-04-15T23:43:01+0000,459,,,,20,,,,,,
2024-04-15T23:43:02+0000,460,,,,,1,,,,,
2024-04-15T23:48:00+0000,461,13,,,,,,,,,
2024-04-15T23:53:00+0000,462,13,,,,,,,,,
2024-04-15T23:55:00+0000,463,12,,,,,,,,,
2024-04-15T23:55:01+0000,464,,,,23,,,,,,
2024-04-15T23:55:02+0000,465,,,,,1,,,,,
2024-04-15T23:59:00+0000,466,13,,,,,,,,,
2024-04-15T23:59:01+0000,467,,,,21,,,,,,
2024-04-15T23:59:02+0000,468,,,,,,2,,,,
2024-04-16T00:04:00+0000,469,13,,,,,,,,,
2024-04-16T00:05:00+0000,470,12,,,,,,,,,
2024-04-16T00:05:01+0000,471,,,,13,,,,,,
2024-04-16T00:05:02+0000,472,,,,,2,,,,,
2024-04-16T00:10:00+0000,473,12,,,,,,,,,
2024-04-16T00:12:00+0000,474,11,,,,,,,,,
2024-04-16T00:12:01+0000,475,,,,17,,,,,,
2024-04-16T00:12:02+0000,476,,,,,2,,,,,
2024-04-16T00:17:00+0000,477,11,,,,,,,,,
2024-04-16T00:22:00+0000,478,11,,,,,,,,,
2024-04-16T00:24:00+0000,479,12,,,,,,,,,
